Game Title,Designer(s),Moby ID,IGDB ID,Year,PEGI Rating,ESRB Rating,Age Rating,Done,Relevant,Fragrance(s) Mentioned,Mechanics,Notes,Anticipatory Breath Spray,Clothespin Nose Plug,Delicious Distraction,Evil Smells Bad,Fartillery,Follow Your Nose,Good Smells Good,Humans Are Smelly,I Love the Smell of X in the Morning,Pepper Sneeze,Perfumigation,Perverted Sniffing,Pheromones,Signature Scent,Smells Sexy,Smells of Death,Smelly Feet Gag,Smelly Skunk,Sneeze of Doom,Sniff Sniff Nom,Stink Bomb,Stink Snub,Stinky Flower,The Nose Knows,They Have the Scent!,Visible Odor,Weaponized Stench,You Need a Breath Mint,Other (added by Jas)
Pikmin (series),,5674,2239,2001,3,Everyone,,TRUE,TRUE,Doodlebug gas,"Emanating, Damaging",,,,,,"The Doodlebug repeatedly emits toxic clouds of gas as it moves around. These poisonous clouds are identical to environmental poison hazards found elsewhere in the games, making them harmful to all Pikmin types except the poison-resistant White Pikmin.",,,,,,,,,,,,,,,,,,,,,,,,
"Pirates, Vikings and Knights",,,221933,2000,,,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"The Man-at-Arms class has a Special Attack that allows him to attack using a fart. This ability is a direct reference to Monty Python and the Holy Grail, specifically the infamous ""I fart in your general direction"" insult.",,,,,,,,,,,,,,,,,,,,,,,,
Plants vs. Zombies (series),,40621,1277,2009,12,Everyone,,TRUE,TRUE,"garlic, fart, Stunion bad breath, endurian, perfume-shroom (pleasant)","Repelling, Eating, Buffing, Damaging, Enchanting",,,,,,,,,,,,,,,,,,,,,,,,,,,"The Plants vs. Zombies series features multiple plants with olfactory-based mechanics that influence enemy behavior using repulsive, stunning, or charming scents. These plants either deter, stun, or manipulate zombies and other entities in the game. Garlic: Emits a grey-green gas that repels zombies, forcing them to switch to an adjacent lane. Chili Bean: Causes the zombie that eats it to fart, stunning zombies behind it. Stunion: Bad breath stuns zombies in front of it (at level 5, the bad breath poisons zombies in addition to stunning them). Endurian: Can be upgraded to emit a foul stench that deals damage over time to zombies. Perfume-Shroom: Emits a pleasant pink mist with tiny hearts, temporarily charming dinosaurs to fight for the player.","The Plants vs. Zombies series features multiple plants with olfactory-based mechanics that influence enemy behavior using repulsive, stunning, or charming scents. These plants either deter, stun, or manipulate zombies and other entities in the game. Garlic: Emits a grey-green gas that repels zombies, forcing them to switch to an adjacent lane. Chili Bean: Causes the zombie that eats it to fart, stunning zombies behind it. Stunion: Bad breath stuns zombies in front of it (at level 5, the bad breath poisons zombies in addition to stunning them). Endurian: Can be upgraded to emit a foul stench that deals damage over time to zombies. Perfume-Shroom: Emits a pleasant pink mist with tiny hearts, temporarily charming dinosaurs to fight for the player.","The Plants vs. Zombies series features multiple plants with olfactory-based mechanics that influence enemy behavior using repulsive, stunning, or charming scents. These plants either deter, stun, or manipulate zombies and other entities in the game. Garlic: Emits a grey-green gas that repels zombies, forcing them to switch to an adjacent lane. Chili Bean: Causes the zombie that eats it to fart, stunning zombies behind it. Stunion: Bad breath stuns zombies in front of it (at level 5, the bad breath poisons zombies in addition to stunning them). Endurian: Can be upgraded to emit a foul stench that deals damage over time to zombies. Perfume-Shroom: Emits a pleasant pink mist with tiny hearts, temporarily charming dinosaurs to fight for the player.",
PlayStation All-Stars Battle Royale,,59522,7390,2012,12,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Heihachi Mishima’s Level 2 Super summons Kuma, his pet bear, to assist in combat. Kuma attacks enemies using a mix of melee moves and farting.",,,,,,,,,,,,,,,,,,,,,,,,
PO'ed,,15920,4327,1995,,Mature,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,Early-level alien enemies resemble walking buttholes and serve as the basic enemy type. Their sole attack involves farting weak gas projectiles that inflict minimal damage to the player.,,,,,,,,,,,,,,,,,,,,,,,,
Pokémon (series),,5129,,1998,,Everyone,,TRUE,TRUE,stench,"Reflexing, Buffing, Emanating, Repelling",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Stench ability is associated with certain Poison-type Pokémon, causing two main effects based on battle and overworld mechanics: (1) When a Pokémon with Stench uses a move, there is a chance it will cause the Flinch status effect on the opponent, preventing them from attacking that turn. (2) In some game versions, Stench reduces the likelihood of encountering wild Pokémon, implying that the bad odor repels them.",,
Pokémon Mystery Dungeon: Explorers,,45482,2321,2009,,Everyone,,TRUE,TRUE,"Skuintak gas, Koffing gas","Reflexing, Emanating",,,,,,"Skuntank from Team Skull is a recurring villain known for using stinky gas attacks in both cutscenes and gameplay mechanics. He often teams up with Koffing to unleash a cloud of noxious gas, which is strong enough to knock out other Pokémon or make them faint from the smell. During two major cutscenes, this ability is so overpowering that even Pokémon standing far away react to the horrible odor.",,,,,,,,,,,,,"Skuntank from Team Skull is a recurring villain known for using stinky gas attacks in both cutscenes and gameplay mechanics. He often teams up with Koffing to unleash a cloud of noxious gas, which is strong enough to knock out other Pokémon or make them faint from the smell. During two major cutscenes, this ability is so overpowering that even Pokémon standing far away react to the horrible odor.",,,,,,,,The stink attack is visually represented as a purple gas cloud.,,,
Pokémon Red and Blue,,5129,1561,1996,,Everyone,,TRUE,TRUE,"Gloom (terrible), Vileplume","Emanating, Reflexing",,,,,,,,,,,,,,,,,,,,,,,,"Gloom is a Poison/Grass-type Pokémon resembling a flower bud but is notorious for emitting a horrendous smell. Both its pistil and the sticky honey-like substance it drools are described as having a terrible odor. In later games, Gloom can have the ability ""Stench."" This olfactory theme continues into its evolution, Vileplume, which is based on the Rafflesia arnoldii.",,,,,,
Pokémon Sun and Moon,,81798,18100,2016,7,Everyone,,TRUE,TRUE,pheromones,"Emanating, Enchanting, Signaling, Buffing, Arousing, Luring",,,,,,,,,,,,,,"Salandit, Salazzle, and Pheromosa incorporate pheromone-based abilities that affect both Pokémon and humans. Salandit & Salazzle: They emit pheromones that control males of any species, including Pokémon and humans; this pheromonal influence is implied to aid in mate attraction. Pheromosa: Produces pheromones that make opponents hesitant to fight, acting as a defense mechanism.",,,,,,,,,,,,,,,,
Pokémon X and Y,,62267,2286,2013,7,Everyone,,TRUE,TRUE,burp,"Emanating, Damaging, Eating",,,,,,The Poison-type move Belch was introduced. The Pokémon must consume a held Berry before it can use Belch.,,,,,,,,,,,,,,,,,,,,,,,,
Poppy Playtime,,173688,176057,2021,,Teen,,TRUE,TRUE,"Bubba Bubbaphant (lemongrass), Bobby Bearhug (rose), CraftyCorn (jasmine), DogDay (vanilla), KickinChicken (ylang-ylang), PickyPiggy (citrus), Hoppy Hopscotch (peppermint), CatNap (poppy)","Experiencing, Signaling",,,,,,,,,,,,,,,"The Smiling Critters are plush toys, each designed to emit a specific scent based on a plant or flower. While most critters have pleasant, recognizable scents, one (CatNap) was defective, producing a dangerous red poppy-scented gas, leading to its discontinuation.",,,,,,,,,,,,,,,
Portal 2,,51233,72,2011,12,Everyone,,TRUE,TRUE,humans (smelly),Judging,,,,,,,,,"Wheatley, the bumbling AI core, recounts how he was once assigned the job of ""tending to all the smelly humans."" Mid-sentence, he realizes that Chell (the player character) is human and quickly tries to backtrack to avoid offense.",,,,,,,,,,,,,,,,,,,,,
Primal Rage,,5565,4271,1994,,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"The ape-like god of decay, Chaos, has a signature attack called ""Fart of Fury.""",,,,,,,,,,,,,,,,,,,,,,,,
Professor Layton and the Diabolical Box,,42715,1398,2007,7,Everyone,,TRUE,TRUE,,"Trapping, Depriving",,,"A puzzle presents the player with a complex flask emitting a strong odor that must be prevented from reaching a nearby man. The logical assumption is to plug the flask using corks, but there aren't enough available. Instead, the correct solution involves shoving the corks up the man's nose, stopping him from smelling it entirely.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Spark,,69830,2742,2014,12,Everyone,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Conker has a special Context Sensitive ability that allows him to unleash a fart attack. This move is exclusive to Champion's Quest and Crossroads mode, meaning it does not appear in ""Conker's Big Reunion.""",,,,,,,,,,,,,,,,,,,,,,,,
Psychonauts (series),,17451,1339,2005,12,Teen,,TRUE,TRUE,"smelling salts, pepper","Emanating, Reflexing, Transporting",,,,,,,,,,,"The villainous dentist-surgeon Dr. Loboto shakes pepper onto his victims, forcing them to sneeze so violently that their brains eject from their skulls and splatter against a wall.",,,,,,,,,,,,,,,,,,,Smelling salts serve as a mechanical tool that allows psychonauts to exit someone's mind and return to the real world.
Punky Skunk,,68664,44881,1996,,Kids to Adults,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,The main offensive weapon is skunk spray.,,,,,,,,,,,
Putt-Putt and Pep's Dog on a Stick,,14529,3741,1996,,,,TRUE,TRUE,skunk spray,"Emanating, Buffing",,,,,,,,,,,,,,,,,,,"A skunk enemy occasionally releases a lingering stinky green cloud that acts as a hazard. If Pep jumps into the cloud, he becomes temporarily immobilized until the stench dissipates, making him vulnerable to being caught by other enemies or obstacles.",,,,,,,,,,,
Quest for the Shaven Yak: Starring Ren Hoëk & Stimpy,,28205,7986,1994,,,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,Skunks serve as hostile enemies that spray a noxious scent as their primary attack.,,,,,,,,,,,
Rampage Through Time,,11580,45091,2000,,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,Harley the warthog utilizes a flatulence-based attack known as Boar Butt Blast as their special ability.,,,,,,,,,,,,,,,,,,,,,,,,
Red Dead Redemption (series),,46614,260735,2010,18,Mature,,TRUE,TRUE,skunk carcass,"Emanating, Experiencing",,,,,,,,,,,,,,,,,,,"Skunks can be hunted, and their strong odor becomes a notable gameplay element. In Red Dead Redemption II, carrying a skunk carcass back to camp prompts NPCs to react with comments about the stench, sometimes questioning the player's decision to bring it",,,,,,,,,,,
Red Faction: Armageddon,,53001,528,2011,18,Mature,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"After completing the game, players can unlock Mr. Toots, a toy unicorn that serves as a powerful weapon. Rather than traditional firepower, Mr. Toots attacks by farting, releasing rainbow-colored beams that deal lethal destruction to enemies and the environment.",,,,,,,,,,,,,,,,,,,,,,,,
Resident Evil 5,,40967,847,2009,18,Mature,,TRUE,TRUE,stench,Detecting,,,,,"Jill and Chris enter an area filled with a horrible stench, signaling danger (before the creature is encountered) and prompting Chris to express concern about its source. The foul odor foreshadows the appearance of a monstrous creature with a bloated back and a massive axe. ",,,,,,,,,,,,,,,,,,,,,,,,,
RimWorld,,84704,9789,2016,,,,TRUE,TRUE,"rotting food, corpses","Damaging, Buffing",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rotting food and corpses emit a brownish haze. Colonists who spend too much time near the rot stink suffer a significant mood debuff. Prolonged exposure can lead to lung rot, a progressive condition that becomes fatal without medical treatment.",,,
River City Girls,,134291,117533,2019,12,Everyone,,TRUE,TRUE,gas grenade,Buffing,,,,,,,,,,,,,,,,,,,,,,"The corrupt police use gas grenades as a weapon, which stun the player upon exposure.",,,,,,,,
Rogue Legacy 2,,149441,132058,2020,7,Everyone,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"The Super IBS trait causes the character to release powerful farts that serve both as an offensive attack and a mobility mechanic, launching the character into the air.",,,,,,,,,,,,,,,,,,,,,,,,
RuneScape,,9192,5611,2001,,,,TRUE,TRUE,Aberrant Specters,"Emanating, Damaging, Depriving",,,"Aberrant Spectres emit such an overwhelmingly foul stench that players must wear a nose peg to avoid taking constant, heavy damage while fighting them.",,,,,,,,,,,,,,,,,,,,,,,,,"Aberrant Spectres emit such an overwhelmingly foul stench that players must wear a nose peg to avoid taking constant, heavy damage while fighting them.",,
Russian Overkill (Doom Mod),,,134501,2012,,,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"The Cyborg's secondary melee attack is an explosive fart that unleashes a massive gas cloud, instantly killing any demon caught within its radius.",,,,,,,,,,,,,,,,,,,,,,,,
Saints Row: The Third,,53573,873,2011,18,Mature,,TRUE,TRUE,fart-in-a-jar,"Emanating, Damaging, Reflexing",,,,,,"Upgrading the Flashbang grenade to its maximum level transforms it into the Fart in a Jar, a weapons-grade stink bomb that releases a brownish-green gas cloud upon impact. Enemies and civilians caught in the cloud gag, vomit uncontrollably, and become incapacitated due to the overwhelming stench.",,,,,,,,,,,,,,,,"Upgrading the Flashbang grenade to its maximum level transforms it into the Fart in a Jar, a weapons-grade stink bomb that releases a brownish-green gas cloud upon impact. Enemies and civilians caught in the cloud gag, vomit uncontrollably, and become incapacitated due to the overwhelming stench.",,,,,"Upgrading the Flashbang grenade to its maximum level transforms it into the Fart in a Jar, a weapons-grade stink bomb that releases a brownish-green gas cloud upon impact. Enemies and civilians caught in the cloud gag, vomit uncontrollably, and become incapacitated due to the overwhelming stench.",,,
Samurai Shodown (series),,7255,4260,1993,12,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Earthquake has a fart-based special move that functions as a grapple attack. He grabs his opponent’s head, turns so his rear is near their face, and then releases a toxic cloud to incapacitate them, accompanied by a knowing giggle. In Samurai Shodown II, he also possesses a duplication technique like the ninjas Hanzo and Galford. If an opponent attacks the wrong clone, instead of a fire or electric trap, Earthquake's decoy explodes in a noxious gas cloud. The fart attack is visually represented as a purple cloud.",,,,,,,,,,,,,,,,,,,,,"Earthquake has a fart-based special move that functions as a grapple attack. He grabs his opponent’s head, turns so his rear is near their face, and then releases a toxic cloud to incapacitate them, accompanied by a knowing giggle. In Samurai Shodown II, he also possesses a duplication technique like the ninjas Hanzo and Galford. If an opponent attacks the wrong clone, instead of a fire or electric trap, Earthquake's decoy explodes in a noxious gas cloud. The fart attack is visually represented as a purple cloud.",,,
Sands of Destruction,,90133,24331,2008,,Teen,,TRUE,TRUE,humans,"Signaling, Judging",,,,,,,,,"Ferals frequently claim that humans have an unbearable stench, extending this insult to half-humans like Naja. This perception of odor serves as a symbolic marker of inferiority, reinforcing the game's social hierarchy, where humans are treated as second-class citizens by their Feral overlords.",,,,,,,,,,,,,,,,,,,,,
Secret of Evermore,,9981,1359,1995,,Kids to Adults,,TRUE,TRUE,alchemy ingredients,"Detecting, Localising",,,,,,,,,,,,,,,,,,,,,,,,,"The Dog companion possesses an exceptional sense of smell, allowing it to sniff out alchemy ingredients hidden throughout the world.",,,,,
"Sheep, Dog 'n' Wolf",,,,2001,,,,TRUE,TRUE,perfume,"Luring, Arousing",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ralph utilizes a bottle of Lady Sheep perfume, which is irresistible to male sheep. To execute the plan, Ralph employs a fan to disperse the pink-scented cloud, luring a sheep towards him.",,,
Shrek SuperSlam,,20442,10628,2005,12,Everyone,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Shrek uses a move called ""Green Storm,"" which is a large fart that serves as an attack.",,,,,,,,,,,,,,,,,,,,,,,,
Skylanders: Trap Team,,68797,8509,2014,,Everyone,,TRUE,TRUE,Nightmare Villains (unpleasant),Identifying,,,,,"The Nightmare Villains are known to emit unpleasant odors. Spike McPokerton's Nightmare Page explicitly mentions he has never taken a bath. When trapped in a crystal prison, all the villains produce a purple visible odor cloud. This includes Runys Pointyboots, whose Nightmare Page states she dislikes getting dirty and hovers slightly to avoid touching the ground.",,,,,,,,,,,,,,,,,,,,,,,,,
Sly 3: Honor Among Thieves,,20207,1800,2005,3,Everyone,,TRUE,TRUE,Muggshot's breath,Repelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bentley insults Muggshot by claiming he gargled with raw sewage overnight. Muggshot doesn't deny it, instead stating that the smell of his breath helps him maintain his ""personal space.""",
Sly Cooper: Thieves in Time,,62612,1801,2013,7,Everyone,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,"Cyril Le Paradox, the main antagonist, is frequently insulted for his foul odor, has henchmen who wear gas masks to protect themselves, and even weaponizes his skunk spray as part of his attacks.",,,,,,,,,,,
Sonic Adventure (series),,3530,7860,1998,3,Everyone,,TRUE,TRUE,skunk spray,Emanating,,,,,,,,,,,,,,,,,,,"When a skunk is given to a Chao in the Chao Garden, the Chao gains a skunk tail and the ability to spray gas clouds.",,,,,,,,,,,
South Park: The Fractured but Whole,,97194,11161,2017,18,Mature,,TRUE,TRUE,fart,"Emanating, Damaging, Enchanting",,,,,,"The New Kid gains the ability to use farts to control time, allowing them to cancel an opponent's turn, stop time for free hits, and even summon a past version of themselves to fight alongside them. They also have combat moves that involve farting enemies to death. It is later revealed that their fart powers are an unintended side effect of a drug their parents secretly gave them to limit their social-media-friend-making powers, which failed and instead enhanced their farting abilities. Additionally, Morgan Freeman serves as the New Kid's teacher in TimeFarting and is the game's Superboss, showcasing the true power of his ""Fartillery"" if challenged.",,,,,,,,,,,,,,,,,,,,,,,,
South Park: The Stick of Truth,,64356,1262,2014,18,Mature,,TRUE,TRUE,fart,"Emanating, Damaging, Buffing",,,,,,"Grand Wizard Cartman and the New Kid can use fart attacks both in and out of battle, with farting requiring ""Mana"" during combat. Farting is treated as a Dangerous Forbidden Technique, especially when performed on another man's balls. Outside of battle, farting near an open flame can cause explosions, and the New Kid can eventually learn a fart capable of shattering certain walls. In battle, enemies farted on (or just before battle) act as if poisoned, or ""grossed out"" in the game.",,,,,,,,,,,,,,,,,,,,,,,,
Spiritfarer,,149458,119304,2020,12,Teen,,TRUE,TRUE,foods,Identifying,,,,,,,,,,,,,,,,,,,,,,,,,Gustav has a keen sense of smell and can easily identify the aromas of different kinds of food.,,,,,
Splatoon 2,,92433,26761,2017,7,Everyone,,TRUE,TRUE,Inklings,"Identifying, Localising",,,,,,,,,,,,,,,,,,,,,,,,," Salmonids possess an incredibly strong sense of smell, allowing them to sniff out Inklings from the other side of the map, even if the Inklings are hidden within their own ink. This heightened olfactory ability is used as the in-game justification for the Salmonids' All-Seeing A.I. feature.",,,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",,24123,2768,2005,3,Everyone,,TRUE,TRUE,pepper,"Emanating, Reflexing",,,,,,,,,,,"The villainous Sneaky Hermit is defeated by having a handful of pepper thrown in his face, causing him to sneeze uncontrollably. His sneezing causes the enormous tower of stolen items he's carrying to topple over, ultimately crushing him.",,,,,,,,,,,,,,,,,,,
Stacking,,53646,4851,2011,7,Everyone,,TRUE,TRUE,"Meriwether Malodor's fart, Felicity Fowler's fart (flowery)",Emanating,,,,,,"Meriwether Malodor is a recurring character known for his incredible flatulence, which he uses both for comedic effect and in puzzles. In the late game, players use his gas to blow up obstacles by lighting them. His fiancée, Felicity Fowler, is also notable for having flowery flatulence, which is so potent that it can overpower Meriwether's own gaseous emissions.",,,,,,,,,,,,,,,,,,,,,,,,
Starbound,,62382,3019,2013,12,,,TRUE,TRUE,"Putrid Flower (awful, smelly)",Emanating,,,,,,,,,,,,,,,,,,,,,,,,"There is an unobtainable item found on jungle planets called the Putrid Flower, which closely resembles the rafflesia. Based on the Player Character's quotes when examining it, it's clear that the flower has a terrible smell.",,,,,,
Story of Seasons,,84948,8608,2015,3,Everyone,,TRUE,TRUE,perfume,Gifting,,,,,,,,,,,,,,,,"One of the potential romance arcs involves Klaus, a male love interest who works as a perfumist. As part of the romance, Klaus gives perfume to the female character he romances, mostly so he can enjoy watching her response to the fragrance.",,,,,,,,,,,,,,
Street Fighter X Tekken,,55602,1065,2012,12,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,Kuma retains his 'Fatal Wind' attack as one of his supers. The main difference from its Tekken counterpart is that it no longer results in an instant knockout.,,,,,,,,,,,,,,,,,,,,,,,,
Streets of Rage,,6599,1652,1991,12,Everyone,,TRUE,TRUE,pepper,"Emanating, Reflexing",,,,,,,,,,,"Players can occasionally find shakers of pepper, which can be thrown at enemies. This causes them to stop in place and go into a sneezing fit. The pepper has a small area of effect, allowing players to affect multiple enemies at once.",,,,,,,,,,,,,,,,,,,
Stubbs the Zombie in Rebel Without a Pulse,,19756,79,2005,18,Mature,,TRUE,TRUE,fart,"Emanating, Reflexing, Buffing",,,,,,"One of Stubbs' first special attacks is an area-of-effect fart attack. This move stuns any nearby enemies as they gag on the noxious fumes, temporarily incapacitating them.",,,,,,,,,,,,,,,,,,,,,,,,
Sudeki,,14499,6179,2004,16,Mature,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,The Siege Ogre is known for having deadly farts that can poison the player.,,,,,,,,,,,,,,,,,,,,,,,,
Super Amazing Wagon Adventure,,109088,13100,2013,,,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,"One of the first obstacles players encounter involves shooting a skunk. This causes the skunk to release a barrier of harmful fumes, which damages the player if they run into it.",,,,,,,,,,,
Super Animal Royale,,120052,109826,2018,7,Everyone,,TRUE,TRUE,"Skuntak gas, Koffing gas","Emanating, Damaging",,,,,,,,,,,,,,,,,,,Super Skunk gas is so potent that it kills players if they come into contact with it for too long. The gas is even weaponized through the Skunk Bomb.,,,,,,,,,,,
Super Paper Mario,,27544,2191,2007,3,Everyone,,TRUE,TRUE,Cherbil spray,"Emanating, Buffing",,,,,,The enemy Cherbil attacks by spraying gas that inflicts various status effects.,,,,,,,,,,,,,,,,,,,,,,,,
Super Smash Bros.,,3546,1626,1999,7,Everyone,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Wario's Down Special attack, Wario Waft, is a powerful fart attack that grows stronger the longer it is charged.",,,,,,,,,,,,,,,,,,,,,,,,
Super Smash Bros. Brawl,,33378,1628,2008,12,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Wario's strongest move is the Wario Waft, a fart-based special attack that becomes more powerful the longer it charges. Interestingly, it's often deadlier at mid-charge than at full charge. The move combines high speed and impact, but requires nearly two minutes to reach maximum charge.",,,,,,,,,,,,,,,,,,,,,,,,
Super Smash Bros. for Nintendo 3DS,,68425,9621,2014,12,Everyone 10+,,TRUE,TRUE,"fart, fart (rose)","Emanating, Damaging",,,,,,"Wario's fully charged Wario Waft was significantly buffed, making it one of the most devastating moves in the game, capable of dramatically shifting the outcome of a match. He also has a custom variant called the Rose-Scented Waft, which replaces the typical explosion with a pink gas cloud that plants flowers on the heads of opponents it hits.",,,,,,,,,,,,,,,,,,,,,,,,
Tail Concerto,,8483,38513,1998,,Everyone,,TRUE,TRUE,Big Bad Fool (fish),Signaling,,,,,"Aside from being obviously evil, the Big Bad Fool is also noted by Flare to have a strong fishy odor upon his first appearance.",,,,,,,,,,,,,,,,,,,,,,,,,
Tales (series),,10905,,1995,7,Everyone,,TRUE,TRUE,skunk spray,"Emanating, Buffing",,,,,,,,,,,,,,,,,,,"Skunks appear as enemies. They have a unique attack where they perform a handstand and release a noxious gas cloud, which has a high chance of stunning those caught in it.",,,,,,,,,,,
Tales of Symphonia: Dawn of the New World,,41958,5210,2008,12,Teen,,TRUE,TRUE,Eau de Seduction,"Signaling, Judging",,,,,,,,,,,,"Decus, a suave but unstable antagonist, wears a fragrance called Eau De Seduction. However, the main party finds its scent unbearable.",,,,,,,,,,,,,,,,,,
Tatsunoko vs. Capcom: Ultimate All-Stars,,45850,2275,2010,12,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,One of Hakushon Daimaou's super moves ends with a fart.,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo Assassins (Cancelled),,,39563,1994,,,,TRUE,TRUE,fart,"Emanating, Damaging, Pranking",,,,,,"The game featured a dedicated fart combo that every character could use. However, it dealt almost no damage and fired at a steep upward angle, making it nearly useless outside of melee range.",,,,,,,,,,,,,,,,,,,,,,,,
Team Fortress 2,,30655,891,2007,16,Mature,,TRUE,TRUE,Heavy's edible items,"Buffing, Punishing, Eating",,,,"The Heavy's edible items (the Sandvich, Dalokohs Bar/Fishcake, Buffalo Steak Sandvich, and Second Banana) cause him to stop for four seconds to eat, during which he is locked in third-person view and unable to do anything but chew loudly. This leaves him highly vulnerable to Spies and Snipers, making it crucial to choose the right time and place for a snack break.",,,,,,,,,,,,,,,,,,,,,,,,,,
Teen Titans,,26100,201730,2006,7,Everyone,,TRUE,TRUE,Beast Boy's breath,Repelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The first level ends with Gizmo fleeing as soon as the Titans spot him. Beast Boy boasts that his mere presence scared Gizmo away, but Starfire suggests it might actually be due to his lack of fresh breath.",
Tekken (series),,3612,1242,1994,,Teen,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Kuma (and by extension, Panda) has the powerful Fatal Wind attack: a slow, short-range move that, if it connects, is nearly an instant knockout. Its potency is emphasized by the fact that it can even take down the massive combat robot, Jack. Similarly, Gon has a less devastating but still effective fart attack called Gon with the Wind.",,,,,,,,,,,,,,,,,,,,,,,,
Terranigma,,9107,9633,1995,,,,TRUE,TRUE,bandana (Meilin's scent),Localising,,,,,,,,,,,,,,,,,,,,,,,,,,"Turbo the dog, a mascot of sorts for developer Quintet, uses the scent of Meilin's bandana to track her down when she is hiding in Louran.",,,,
Terraria,,51623,1879,2011,12,Teen,,TRUE,TRUE,"stink potion, fart in a jar, ","Emanating, Buffing, Repelling",,,,,,,,,,,,,,,,,,,,,,,"The Stink Potion can be thrown at enemies and other players, inflicting the ""Stinky"" debuff. While the debuff’s only effect is causing the target to emit green fumes for 30 seconds, its description humorously states, ""You smell terrible.""",,,,"The Fart in a Jar accessory is a bottle filled with light green gas that grants the player a fart-powered double jump, releasing green clouds when used.",The Putrid Scent accessory reduces the player's likelihood of being targeted by enemies.,,
The Binding of Isaac,,53072,2132,2011,,,,TRUE,TRUE,"fart, dead tooth (bad breath), enchanting fart","Emanating, Damaging, Enchanting",,,,,,,,,,,,,,,,,,,,,,,,,,,"Many fart-based attacks used by Isaac and enemies are depicted with green or brown gas. However, certain items grant farts that charm enemies, represented by pink gas. The Dead Tooth item gives Isaac a cloud of poisonous halitosis, shown as a green cloud around his face, damaging and poisoning enemies within its range.","The Dead Tooth item gives Isaac a cloud of poisonous halitosis, shown as a green cloud around his face, damaging and poisoning enemies within its range.",,
The Bugs Bunny Birthday Blowout,,13974,2719,1990,,,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,Pepé Le Pew serves as the boss of Stage 4-4. He attacks Bugs Bunny by spraying clouds of noxious gas at him.,,,,,,,,,Pepé Le Pew serves as the boss of Stage 4-4. He attacks Bugs Bunny by spraying clouds of noxious gas at him.,,
The Curse of Monkey Island,,547,62,1997,12,,,TRUE,TRUE,pepper,"Emanating, Reflexing",,,,,,,,,,,"Guybrush defeats LeChuck by making him sneeze with pepper. The sneeze causes LeChuck to breathe fire onto a rope connected to a rum barrel, triggering an explosion that traps him under falling ice.",,,,,,,,,,,,,,,,,,,
The Dog Island,,85482,4815,2007,3,Everyone,,TRUE,TRUE,,"Collecting, Memorizing, Identifying",,,,,,,,,,,,,,,,,,,,,,,,,The player controls a dog whose goal is to learn and identify various scents to become a Sniff Master and ultimately find a cure for the protagonist's younger sibling.,,,,,
